Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,isol_growth_condt,STRAIN,num_replicons,ref_biomaterial,host_subject_id,Source_material_ID,Cultivar,Ecotype,isolate
SRR9275548,WGS,280,547872419,PRJNA544527,SAMN11847237,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",235996511,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045317,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0078_g6,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0078_g6,SRP200548,missing,BIOML-A69,missing,missing,,,,,
SRR9275549,WGS,280,432239628,PRJNA544527,SAMN11847238,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",184447860,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045316,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0078_h1,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0078_h1,SRP200548,missing,BIOML-A70,missing,missing,,,,,
SRR9275550,WGS,281,437185706,PRJNA544527,SAMN11847239,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",190241308,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045315,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0083_b7,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0083_b7,SRP200548,missing,BIOML-A71,missing,missing,,,,,
SRR9275551,WGS,283,203002433,PRJNA544527,SAMN11847240,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",88139827,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045314,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0088_a9,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0088_a9,SRP200548,missing,BIOML-A72,missing,missing,,,,,
SRR9275552,WGS,275,1331436059,PRJNA544527,SAMN11847241,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",553408312,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045313,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0088_b9,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0088_b9,SRP200548,missing,BIOML-A73,missing,missing,,,,,
SRR9275553,WGS,280,134340538,PRJNA544527,SAMN11847242,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",59350937,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045312,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_a9,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_a9,SRP200548,missing,BIOML-A74,missing,missing,,,,,
SRR9275554,WGS,267,1006610737,PRJNA544527,SAMN11847243,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",437298885,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045311,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_b10-BIS,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_b10-BIS,SRP200548,missing,BIOML-A75,missing,missing,,,,,
SRR9275555,WGS,265,1524038645,PRJNA544527,SAMN11847244,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",650213699,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045310,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_b10,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_b10,SRP200548,missing,BIOML-A76,missing,missing,,,,,
SRR9275556,WGS,272,471192827,PRJNA544527,SAMN11847803,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",210737813,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045309,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0014_b1,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0014_b1,SRP200548,missing,BIOML-A137,missing,missing,,,,,
SRR9275557,WGS,271,716349139,PRJNA544527,SAMN11847804,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",318870807,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045308,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0014_d9,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0014_d9,SRP200548,missing,BIOML-A138,missing,missing,,,,,
SRR9275558,WGS,266,712418471,PRJNA544527,SAMN11847801,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",285957594,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-31,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045307,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,ao_0067_0047_g5,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,ao_0067_0047_g5,SRP200548,missing,BIOML-A135,missing,missing,,,,,
SRR9275559,WGS,252,349686635,PRJNA544527,SAMN11847702,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",167923599,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045306,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_f3,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_f3,SRP200548,missing,BIOML-A36,missing,missing,,,,,
SRR9275560,WGS,279,575511511,PRJNA544527,SAMN11847105,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",244037596,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045305,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0063_d4,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0063_d4,SRP200548,missing,BIOML-A29,missing,missing,,,,,
SRR9275561,WGS,284,640307133,PRJNA544527,SAMN11847106,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",272277861,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045304,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0063_e3,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0063_e3,SRP200548,missing,BIOML-A30,missing,missing,,,,,
SRR9275562,WGS,276,543036986,PRJNA544527,SAMN11847802,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",221209426,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-31,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045303,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,ao_0067_0047_h1,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,ao_0067_0047_h1,SRP200548,missing,BIOML-A136,missing,missing,,,,,
SRR9275563,WGS,278,864771009,PRJNA544527,SAMN11847101,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",356736040,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045302,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0063_b1,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0063_b1,SRP200548,missing,BIOML-A25,missing,missing,,,,,
SRR9275564,WGS,283,790825213,PRJNA544527,SAMN11847102,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",331451235,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045301,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0063_b2,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0063_b2,SRP200548,missing,BIOML-A26,missing,missing,,,,,
SRR9275565,WGS,284,872390634,PRJNA544527,SAMN11847103,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",368124146,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6045300,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0063_b3,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0063_b3,SRP200548,missing,BIOML-A27,missing,missing,,,,,
SRR9222176,WGS,256,407908336,PRJNA544527,SAMN11849292,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",195890490,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-09-05,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992383,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0111_0080_g6,PAIRED,RANDOM,GENOMIC,Parasutterella excrementihominis,ILLUMINA,2019-07-31T00:00:00Z,am_0111_0080_g6,SRP200548,missing,BIOML-A8,missing,missing,,,,,
SRR9222180,WGS,242,1795092406,PRJNA544527,SAMN11849288,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",767706287,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993011,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0079_d10,PAIRED,RANDOM,GENOMIC,Parasutterella excrementihominis,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0079_d10,SRP200548,missing,BIOML-A4,missing,missing,,,,,
SRR9222181,WGS,261,995107258,PRJNA544527,SAMN11849289,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",415184816,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993010,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0079_g11,PAIRED,RANDOM,GENOMIC,Parasutterella excrementihominis,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0079_g11,SRP200548,missing,BIOML-A5,missing,missing,,,,,
SRR9222184,WGS,145,277461362,PRJNA544527,SAMN11849663,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",114007408,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-23,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993007,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0036_h8,PAIRED,RANDOM,GENOMIC,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,bk_0021_0036_h8,SRP200548,missing,BIOML-A235,missing,missing,,,,,
SRR9222186,WGS,142,204682131,PRJNA544527,SAMN11849661,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",83465115,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-23,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993005,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0036_h6,PAIRED,RANDOM,GENOMIC,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,bk_0021_0036_h6,SRP200548,missing,BIOML-A233,missing,missing,,,,,
SRR9222188,WGS,147,356454533,PRJNA544527,SAMN11849659,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",143355684,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-23,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993003,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0036_h4,PAIRED,RANDOM,GENOMIC,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,bk_0021_0036_h4,SRP200548,missing,BIOML-A231,missing,missing,,,,,
SRR9222189,WGS,146,250527668,PRJNA544527,SAMN11849658,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",102860958,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-23,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5993002,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0036_h3,PAIRED,RANDOM,GENOMIC,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,bk_0021_0036_h3,SRP200548,missing,BIOML-A230,missing,missing,,,,,
SRR9222192,WGS,245,220692527,PRJNA544527,SAMN11849665,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",106680276,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992999,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0084_a4,PAIRED,RANDOM,GENOMIC,bacterium BIOML-A1,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0084_a4,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9222194,WGS,256,484372208,PRJNA544527,SAMN11849216,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",206410546,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992997,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0058_b4,PAIRED,RANDOM,GENOMIC,Parabacteroides distasonis,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0058_b4,SRP200548,missing,BIOML-A14,missing,missing,,,,,
SRR9222196,WGS,284,724225950,PRJNA544527,SAMN11849304,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",311171711,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-07,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992995,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0025_0083_c9,PAIRED,RANDOM,GENOMIC,Phascolarctobacterium faecium,ILLUMINA,2019-07-31T00:00:00Z,am_0025_0083_c9,SRP200548,missing,BIOML-A4,missing,missing,,,,,
SRR9222197,WGS,144,200891044,PRJNA544527,SAMN11849586,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",83568894,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992994,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0035_e7,PAIRED,RANDOM,GENOMIC,Turicibacter sanguinis,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0035_e7,SRP200548,missing,BIOML-A158,missing,missing,,,,,
SRR9222200,WGS,284,153449539,PRJNA544527,SAMN11849145,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",62642282,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992991,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_g9,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0046_g9,SRP200548,missing,BIOML-A10,missing,missing,,,,,
SRR9222201,WGS,273,799159950,PRJNA544527,SAMN11849138,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",329152822,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-07-04,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992990,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0087_g1,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,aa_0143_0087_g1,SRP200548,missing,BIOML-A3,missing,missing,,,,,
SRR9222202,WGS,279,749566743,PRJNA544527,SAMN11849139,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",310384840,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-07-04,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992989,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_g1,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,aa_0143_0089_g1,SRP200548,missing,BIOML-A4,missing,missing,,,,,
SRR9222205,WGS,277,110132679,PRJNA544527,SAMN11849142,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",45320338,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992986,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_c3,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0046_c3,SRP200548,missing,BIOML-A7,missing,missing,,,,,
SRR9222207,WGS,282,1364174714,PRJNA544527,SAMN11849140,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",559651428,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-31,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992984,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,ao_0067_0047_b2,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,ao_0067_0047_b2,SRP200548,missing,BIOML-A5,missing,missing,,,,,
SRR9222208,WGS,257,336967476,PRJNA544527,SAMN11849141,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",133095760,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992983,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_b3,PAIRED,RANDOM,GENOMIC,Lacticaseibacillus rhamnosus,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0046_b3,SRP200548,missing,BIOML-A6,missing,missing,,,,,
SRR9222210,WGS,278,1014570420,PRJNA544527,SAMN11849365,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",425384076,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992981,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0084_f2,PAIRED,RANDOM,GENOMIC,Ruthenibacterium lactatiformans,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0084_f2,SRP200548,missing,BIOML-A8,missing,missing,,,,,
SRR9222211,WGS,280,732498814,PRJNA544527,SAMN11849358,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",322078166,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-07,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992980,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0025_0083_e10,PAIRED,RANDOM,GENOMIC,Ruthenibacterium lactatiformans,ILLUMINA,2019-07-31T00:00:00Z,am_0025_0083_e10,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9222213,WGS,261,900160956,PRJNA544527,SAMN11849356,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",381272725,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992978,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0068_b1,PAIRED,RANDOM,GENOMIC,[Ruminococcus] torques,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0068_b1,SRP200548,missing,BIOML-A6,missing,missing,,,,,
SRR9222216,WGS,280,758740908,PRJNA544527,SAMN11849363,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",328238210,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5992975,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0084_c5,PAIRED,RANDOM,GENOMIC,Ruthenibacterium lactatiformans,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0084_c5,SRP200548,missing,BIOML-A6,missing,missing,,,,,
